"","score","text"
"165",0,"RT @SuaraAnies: Gak malu hari gini masih nyebar hoax SARA Jakarta Bersyariah? @gunromli @ulinyusron @datuakrajoangek @habibthink https://t.…"
"166",-2,"RT @kata_sandiuno: Jakarta Bersyariah ? mngkn msh ada yg keliru. Baca dulu artikel ini ya. Justru Anies-Sandi ingin Jakarta bersatu.
https:…"
"167",0,"RT @MasTBP_: Jadi kalau pilih Anies-Sandi nantinya Jakarta Bersyariah? Trus Indonesia jadi Negara Khilafah? 
So sorry deh Gue<ed><U+00A0><U+00BD><ed><U+00B1><U+008E> https://t.co…"
"168",-1,"RT @SuaraAnies: Surat Kontrak Menjadikan Jakarta Bersyariah Islam: Bukan Anies yang Tandatangan https://t.co/z5z7YrHjf5"
"169",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"170",-2,"RT @JokoHQ: Ini para penggagas Jakarta Bersyariah. Marketnya Anies. Nggak mungkin dibantah isi spanduknya. https://t.co/nOfa6ZIFSk"
"171",-2,"RT @JokoHQ: Ini para penggagas Jakarta Bersyariah. Marketnya Anies. Nggak mungkin dibantah isi spanduknya. https://t.co/nOfa6ZIFSk"
"172",1,"RT @zuhairimisrawi: Anies harus berani menegaskan kepada publik: apakah ia ingin menegakkah Jakarta Bersyariah atau Jakarta Berpancasila?"
"173",-1,"RT @kangmeirza: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. Kok beda sama pendukungnya @aniesbaswedan dilapangan y…"
"174",-2,"Anies soal spanduk Jakarta Bersyariah: Fitnah murahan, sudah hafal https://t.co/8uuZv3kV8o"
"175",1,"RT @zuhairimisrawi: Anies harus berani menegaskan kepada publik: apakah ia ingin menegakkah Jakarta Bersyariah atau Jakarta Berpancasila?"
"176",0,"Awalnya Jakarta, selanjutnya Indonesia dijadikan NKRI bersyariah. Negara khilafah. Haduh kacauuuu… https://t.co/4zPIqdNeNK"
"177",0,"RT @ssirah: Ane kirain jakarta bersyariah skdr spanduk aja, ternyata udh toh<ed><U+00A0><U+00BD><ed><U+00B8><U+0085> https://t.co/2soQGj8che"
"178",-2,"Anies soal spanduk Jakarta Bersyariah: Fitnah murahan, sudah hafal https://t.co/CTlARo21Xf https://t.co/3Jt5qE1R7b"
"179",-2,"Anies soal spanduk Jakarta Bersyariah: Fitnah murahan, sudah hafal https://t.co/LqDVUGIYt1"
"180",-3,"RT @ulinyusron: Mainan kok Jakarta bersyariah. Anies Sandi masih main ayat, mayat, jinayat, kualat, sekarat, lama-lama kiamat. Program nyon…"
"181",-1,"RT @kangmeirza: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. Kok beda sama pendukungnya @aniesbaswedan dilapangan y…"
"182",-1,"RT @kangmeirza: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. Kok beda sama pendukungnya @aniesbaswedan dilapangan y…"
"183",-2,"<U+25B6> https://t.co/eAgKpkJIPk <U+2190><U+2190> #bokep #jilboobs #jilbabseksi Cewek Bugil Ngentot Anies soal spanduk Jakarta Bersyariah: Fitnah murahan, suda…"
"184",0,"RT @datuakrajoangek: Eh tapi ada pertanyaan nih. Adakah pernyataan yg tegas dari mereka bahwa jakarta bersyariah itu fitnah?Bahwa mereka ti…"
"185",-2,"RT @JokoHQ: Ini para penggagas Jakarta Bersyariah. Marketnya Anies. Nggak mungkin dibantah isi spanduknya. https://t.co/nOfa6ZIFSk"
"186",1,"RT @GunRomli: Sepak Terjang Al-Khaththath Alias Gatot Saptono https://t.co/IkACewCL7q jejak NKRI Bersyariah &amp; Jakarta Bersyariah pendukung…"
"187",0,"https://t.co/SzN6F09L5g <U+2190> #ngentot #bokep #toket #bisyar #porno #sange Bokep Kerajaan Bersama Anies soal spanduk Jakarta Bersyariah: Fitna…"
"188",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"189",-2,"https://t.co/ZZzidfilrQ Anies soal spanduk Jakarta Bersyariah: Fitnah murahan, sudah hafal https://t.co/pFFCJPKyXQ… https://t.co/OHA5fJZUv2"
"190",-2,"Anies soal spanduk Jakarta Bersyariah: Fitnah murahan, sudah hafal https://t.co/PGO9mJGvS8 https://t.co/9hSvu2PnJj"
"191",-2,"Anies soal spanduk Jakarta Bersyariah: Fitnah murahan, sudah hafal https://t.co/IMC67GWxVg #beritaterkini"
"192",-2,"Anies soal spanduk Jakarta Bersyariah: Fitnah murahan, sudah hafal https://t.co/HIHntwmBTq https://t.co/9qpYCP02KA"
"193",-2,"RT @Junaidi_yus: @wartapolitik @IndraJPiliang salah menyalahkan pemasangan spanduk JAKARTA BERSYARIAH ahirnya...pendukung siapa ini?? https…"
"194",0,"RT @kangSantryyy: Bikin para pejabat di jakarta bersih dari korupsi aja susahnya bukan main, kok ini mau bikin jakarta bersyariah? Ehhh.."
"195",-2,"@wartapolitik @IndraJPiliang salah menyalahkan pemasangan spanduk JAKARTA BERSYARIAH ahirnya...pendukung siapa ini?? https://t.co/lTo6AevdOX"
"196",-1,"RT @kangmeirza: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. Kok beda sama pendukungnya @aniesbaswedan dilapangan y…"
"197",-1,"RT @kangmeirza: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. Kok beda sama pendukungnya @aniesbaswedan dilapangan y…"
"198",-1,"RT @kangmeirza: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. Kok beda sama pendukungnya @aniesbaswedan dilapangan y…"
"199",1,"RT @zuhairimisrawi: Anies harus berani menegaskan kepada publik: apakah ia ingin menegakkah Jakarta Bersyariah atau Jakarta Berpancasila?"
"200",0,"RT @MasTBP_: Jadi kalau pilih Anies-Sandi nantinya Jakarta Bersyariah? Trus Indonesia jadi Negara Khilafah? 
So sorry deh Gue<ed><U+00A0><U+00BD><ed><U+00B1><U+008E> https://t.co…"
"201",-3,"@NickyRaysah @CangHaris Tapi dalam soal ini dia jujur membantah kebohongan @aniesbaswedan yg bilang spanduk Jakarta Bersyariah itu fitnah."
"202",0,"RT @MasTBP_: Jadi kalau pilih Anies-Sandi nantinya Jakarta Bersyariah? Trus Indonesia jadi Negara Khilafah? 
So sorry deh Gue<ed><U+00A0><U+00BD><ed><U+00B1><U+008E> https://t.co…"
"203",0,"Jakarta Bersyariah Feelings are like waves in the ocean; we can’t stop them from coming, but we can choose which #NOMOR1.com #gusbdg763"
"204",0,"Jakarta Bersyariah Your future is always more valuable than today, the sooner you realise that the better.|Steve D #NOMOR1.net #newmoc581"
"205",0,"RT @saputrasurya922: #AniesTakutDebat nih skrg ngeles tak tau spanduk Jakarta Bersyariah. Biarkn GAmbar Bicara @lagaligoBone @GunRomli @Her…"
"206",1,"RT @zuhairimisrawi: Anies harus berani menegaskan kepada publik: apakah ia ingin menegakkah Jakarta Bersyariah atau Jakarta Berpancasila?"
"207",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"208",0,"RT @datuakrajoangek: Eh tapi ada pertanyaan nih. Adakah pernyataan yg tegas dari mereka bahwa jakarta bersyariah itu fitnah?Bahwa mereka ti…"
"209",0,"RT @datuakrajoangek: Eh tapi ada pertanyaan nih. Adakah pernyataan yg tegas dari mereka bahwa jakarta bersyariah itu fitnah?Bahwa mereka ti…"
"210",0,"Ambillah waktu untuk berfikir, i https://t.co/8dnnNe0Z5Q Jakarta Bersyariah"
"211",2,"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…"
"212",2,"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…"
"213",0,"RT @datuakrajoangek: Eh tapi ada pertanyaan nih. Adakah pernyataan yg tegas dari mereka bahwa jakarta bersyariah itu fitnah?Bahwa mereka ti…"
"214",0,"RT @saputrasurya922: #AniesTakutDebat nih skrg ngeles tak tau spanduk Jakarta Bersyariah. Biarkn GAmbar Bicara @lagaligoBone @GunRomli @Her…"
"215",0,"Mari dukung jakarta bersyariah ah ah ah ah croot !!!"
"216",2,"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…"
"217",0,"Eh tapi ada pertanyaan nih. Adakah pernyataan yg tegas dari mereka bahwa jakarta bersyariah itu fitnah?Bahwa mereka tidak mengagendakan itu?"
"218",1,"RT @zuhairimisrawi: Anies harus berani menegaskan kepada publik: apakah ia ingin menegakkah Jakarta Bersyariah atau Jakarta Berpancasila?"
"219",0,"RT @MasTBP_: Jadi kalau pilih Anies-Sandi nantinya Jakarta Bersyariah? Trus Indonesia jadi Negara Khilafah? 
So sorry deh Gue<ed><U+00A0><U+00BD><ed><U+00B1><U+008E> https://t.co…"
"220",1,"Spanduk Jakarta Bersyariah.

Calon gubernur penantang Anies Baswedan menggelar pidato kebangsaan pada Senin malam... https://t.co/oBMdLoLYlD"
"221",-1,"RT @kangmeirza: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. Kok beda sama pendukungnya @aniesbaswedan dilapangan y…"
"222",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"223",-1,"RT @kangmeirza: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. Kok beda sama pendukungnya @aniesbaswedan dilapangan y…"
"224",-1,"RT @kangmeirza: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. Kok beda sama pendukungnya @aniesbaswedan dilapangan y…"
"225",-1,"RT @kangmeirza: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. Kok beda sama pendukungnya @aniesbaswedan dilapangan y…"
"226",1,"RT @zuhairimisrawi: Anies harus berani menegaskan kepada publik: apakah ia ingin menegakkah Jakarta Bersyariah atau Jakarta Berpancasila?"
"227",1,"RT @GunRomli: Sepak Terjang Al-Khaththath Alias Gatot Saptono https://t.co/IkACewCL7q jejak NKRI Bersyariah &amp; Jakarta Bersyariah pendukung…"
"228",0,"RT @saputrasurya922: #AniesTakutDebat nih skrg ngeles tak tau spanduk Jakarta Bersyariah. Biarkn GAmbar Bicara @lagaligoBone @GunRomli @Her…"
"229",-1,"bang eep, anies aku ga setuju jakarta bersyariah.

#jakartabersyariah https://t.co/32P9hCXTCi"
"230",0,"RT @saputrasurya922: #AniesTakutDebat nih skrg ngeles tak tau spanduk Jakarta Bersyariah. Biarkn GAmbar Bicara @lagaligoBone @GunRomli @Her…"
"231",-1,"@hramad terlepas dari kampanye hoax akun gak bertanggung jawab @CangHaris mas, apakah mas ramad mendukung jakarta bersyariah islam?"
"232",-2,"RT @NataRezha: Mau bodoh-bodohin dengan black campaign Jakarta bersyariah? 
Konsultan ga punya adab ya begini ini caranya, isu agama terus…"
"233",1,"RT @Abdoelghanii: @detikcom @sandiuno Dipecat mah gampang, siap gak dipotong tangannya? katanya jakarta bersyariah?"
"234",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"235",-2,"RT @kata_sandiuno: Jakarta Bersyariah ? mngkn msh ada yg keliru. Baca dulu artikel ini ya. Justru Anies-Sandi ingin Jakarta bersatu.
https:…"
"236",0,"RT @MasTBP_: Jadi kalau pilih Anies-Sandi nantinya Jakarta Bersyariah? Trus Indonesia jadi Negara Khilafah? 
So sorry deh Gue<ed><U+00A0><U+00BD><ed><U+00B1><U+008E> https://t.co…"
"237",-1,"RT @EvelloCorp: [3/4/2017, 19:11 WIB] Pilkada DKI Jakarta diwarnai saling tuduh spanduk Jakarta Bersyariah. Jumlah kicauan mencapai 431 twe…"
"238",1,"RT @EvelloCorp: Saling tuding soal fitnah mewarnai #PilkadaDKI. Puncak perbincangan terjadi pada 3/4/2017 ttg spanduk Jakarta Bersyariah ht…"
"239",-2,"RT @JokoHQ: Ini para penggagas Jakarta Bersyariah. Marketnya Anies. Nggak mungkin dibantah isi spanduknya. https://t.co/nOfa6ZIFSk"
"240",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"241",-1,"Retweeted Crimson Hags (@JokoHQ):

Ini para penggagas Jakarta Bersyariah. Marketnya Anies. Nggak mungkin dibantah... https://t.co/1fTTSfWj52"
"242",-2,"RT @JokoHQ: Ini para penggagas Jakarta Bersyariah. Marketnya Anies. Nggak mungkin dibantah isi spanduknya. https://t.co/nOfa6ZIFSk"
"243",-3,"RT @ulinyusron: Mainan kok Jakarta bersyariah. Anies Sandi masih main ayat, mayat, jinayat, kualat, sekarat, lama-lama kiamat. Program nyon…"
"244",-1,"RT @kangmeirza: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. Kok beda sama pendukungnya @aniesbaswedan dilapangan y…"
"245",1,"RT @zuhairimisrawi: Anies harus berani menegaskan kepada publik: apakah ia ingin menegakkah Jakarta Bersyariah atau Jakarta Berpancasila?"
"246",-1,"RT @kangmeirza: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. Kok beda sama pendukungnya @aniesbaswedan dilapangan y…"
"247",-1,"RT @kangmeirza: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. Kok beda sama pendukungnya @aniesbaswedan dilapangan y…"
"248",-1,"RT @kangmeirza: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. Kok beda sama pendukungnya @aniesbaswedan dilapangan y…"
"249",-1,"RT @kangmeirza: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. Kok beda sama pendukungnya @aniesbaswedan dilapangan y…"
"250",-1,"#FreeAhok 
Arbi Sanit: Tim Anies-Sandi Harus Buktikan Bukan Pemasang Spanduk Jakarta Bersyariah… https://t.co/txLofUKGBQ"
"251",-1,"RT @datuakrajoangek: Hukuman nyimeng di jakarta bersyariah apa yah?"
"252",-3,"RT @ulinyusron: Mainan kok Jakarta bersyariah. Anies Sandi masih main ayat, mayat, jinayat, kualat, sekarat, lama-lama kiamat. Program nyon…"
"253",-1,"RT @datuakrajoangek: Kalau jakarta bersyariah jubir masih boleh nyimeng ga?"
"254",0,"RT @cagubnyinyir: Jakarta Bersyariah <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> <ed><U+00A0><U+00BD><ed><U+00B1><U+0089>  Yang pengin Syariah beli pulau sendiri sana<ed><U+00A0><U+00BD><ed><U+00B6><U+0090> https://t.co/Zqx6UUkhk3 @ely_susianti @nadrpalupi @S…"
"255",1,"RT @zuhairimisrawi: Anies harus berani menegaskan kepada publik: apakah ia ingin menegakkah Jakarta Bersyariah atau Jakarta Berpancasila?"
"256",0,"In life, you usually get what you ask for, but it rarely comes in the package you #HumanDesignIndonesia.com #erlpam298 Jakarta Bersyariah"
"257",-1,"310 views
Munculnya Spanduk ""Jakarta Bersyariah"" Timbulkan Kecurigaan di Masing2 Kubu Paslon Pilka..

from @sukisury https://t.co/dEOxeTOUh9"
"258",1,"RT @zuhairimisrawi: Anies harus berani menegaskan kepada publik: apakah ia ingin menegakkah Jakarta Bersyariah atau Jakarta Berpancasila?"
"259",-2,"RT @JokoHQ: Ini para penggagas Jakarta Bersyariah. Marketnya Anies. Nggak mungkin dibantah isi spanduknya. https://t.co/nOfa6ZIFSk"
"260",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"261",-1,"RT @kangmeirza: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. Kok beda sama pendukungnya @aniesbaswedan dilapangan y…"
"262",0,"RT @habibpedofil: Jakarta Bersyariah <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> yang benar adalah Jakarta Berbhineka Tunggal Ika!! Yang pengin Syariah beli pulau sendiri sana<ed><U+00A0><U+00BD><ed><U+00B6><U+0090> http…"
"263",1,"RT @cagubnyinyir: Apakah AnisSandi kolaborasi dgn Al Katrok Bisa dipercaya?? Jakarta BerSyariah? https://t.co/qzJHfvnP8R @MsY0N @budhiaries…"
"264",1,"RT @cagubnyinyir: Apakah AnisSandi kolaborasi dgn Al Katrok Bisa dipercaya? Jakarta BerSyariah? https://t.co/qzJHfvnP8R @r_djarot_s @ChBdmn…"
"265",-1,"RT @kangmeirza: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. Kok beda sama pendukungnya @aniesbaswedan dilapangan y…"
"266",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"267",0,"RT @GunRomli: FUI: NKRI Bersyariah Harga Mati, ini Sekjennya Al-Khaththath alias Gatot Pendukung Anies, mulai dr Jakarta Bersyariah https:/…"
"268",0,"RT @MasTBP_: Jadi kalau pilih Anies-Sandi nantinya Jakarta Bersyariah? Trus Indonesia jadi Negara Khilafah? 
So sorry deh Gue<ed><U+00A0><U+00BD><ed><U+00B1><U+008E> https://t.co…"
"269",0,"Apabila spanduk Jakarta Bersyariah itu benar, berarti ada rencana mengIslamkan Jakarta,"" Kata Arbi Sanit

#FreeAhok"
"270",0,"@_adisti 
https://t.co/e2w8Byvzx1."
"271",-3,"RT @Herrreza: Oh bantahan yg bukan substansial. Harusnya bantah ""Saya tidak ada dan tidak akan pernah ada program Jakarta bersyariah"". Tega…"
"272",1,"RT @cagubnyinyir: Apakah AnisSandi kolaborasi dgn Al Katrok Bisa dipercaya? Jakarta BerSyariah? https://t.co/qzJHfvnP8R @r_djarot_s @ChBdmn…"
"273",-1,"RT @kangmeirza: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. Kok beda sama pendukungnya @aniesbaswedan dilapangan y…"
"274",1,"RT @zuhairimisrawi: Anies harus berani menegaskan kepada publik: apakah ia ingin menegakkah Jakarta Bersyariah atau Jakarta Berpancasila?"
"275",-1,"RT @kangmeirza: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. Kok beda sama pendukungnya @aniesbaswedan dilapangan y…"
"276",-2,"RT @cagubnyinyir: Anies; Spanduk Jakarta BerSyariah itu bukan kami, itu fitnah sistematis  https://t.co/41BOXutHyG @CumiCue @Piter_Mardani…"
"277",-1,"RT @kangmeirza: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. Kok beda sama pendukungnya @aniesbaswedan dilapangan y…"
"278",0,"RT @ssirah: Ane kirain jakarta bersyariah skdr spanduk aja, ternyata udh toh<ed><U+00A0><U+00BD><ed><U+00B8><U+0085> https://t.co/2soQGj8che"
"279",0,"Apakah Percaya! AnisSandi kolaborasi dgn Al Katrok BANTAH Jakarta BerSyariah? https://t.co/qzJHfvnP8R @1005Putra @ApManan @el_francs @BHD_58"
"280",1,"RT @cagubnyinyir: Apakah AnisSandi kolaborasi dgn Al Katrok Bisa dipercaya?? Jakarta BerSyariah? https://t.co/qzJHfvnP8R @MsY0N @budhiaries…"
"281",-2,"RT @JokoHQ: Ini para penggagas Jakarta Bersyariah. Marketnya Anies. Nggak mungkin dibantah isi spanduknya. https://t.co/nOfa6ZIFSk"
"282",0,"RT @MasTBP_: Jadi kalau pilih Anies-Sandi nantinya Jakarta Bersyariah? Trus Indonesia jadi Negara Khilafah? 
So sorry deh Gue<ed><U+00A0><U+00BD><ed><U+00B1><U+008E> https://t.co…"
"283",2,"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…"
"284",1,"Apakah AnisSandi kolaborasi dgn Al Katrok Bisa dipercaya? Jakarta BerSyariah? https://t.co/qzJHfvnP8R @r_djarot_s @ChBdmn @ChajanJr @oetaryo"
"285",1,"RT @cagubnyinyir: @a6ustian @Agusta_515  @BlckPnthr99 Apakah AnisSandi kolaborasi dgn Al Katrok Bisa dipercaya?? Jakarta BerSyariah? https:…"
"286",1,"RT @zuhairimisrawi: Anies harus berani menegaskan kepada publik: apakah ia ingin menegakkah Jakarta Bersyariah atau Jakarta Berpancasila?"
"287",1,"@a6ustian @Agusta_515  @BlckPnthr99 Apakah AnisSandi kolaborasi dgn Al Katrok Bisa dipercaya?? Jakarta BerSyariah? https://t.co/qzJHfvnP8R"
"288",1,"RT @zuhairimisrawi: Anies harus berani menegaskan kepada publik: apakah ia ingin menegakkah Jakarta Bersyariah atau Jakarta Berpancasila?"
"289",1,"Kepedihan di masa lalu itu terjadi sa https://t.co/3F9VwBNm5p Jakarta Bersyariah"
"290",1,"RT @zuhairimisrawi: Anies harus berani menegaskan kepada publik: apakah ia ingin menegakkah Jakarta Bersyariah atau Jakarta Berpancasila?"
"291",1,"Apakah AnisSandi kolaborasi dgn Al Katrok Bisa dipercaya?? Jakarta BerSyariah? https://t.co/qzJHfvnP8R @MsY0N @budhiariesandi @Toni_Romdoni"
"292",-1,"RT @GunRomli: Jelas2 sekali Al-Khaththath alias Gatot ini brsama FPI yg dukung Anies ingin tegakkan NKRI Bersyariah, ya mulai dr Jakarta Be…"
"293",0,"RT @ssirah: Ane kirain jakarta bersyariah skdr spanduk aja, ternyata udh toh<ed><U+00A0><U+00BD><ed><U+00B8><U+0085> https://t.co/2soQGj8che"
"294",1,"Apakah AnisSandi kolaborasi dgn Al Katrok Bisa dipercaya?? Jakarta BerSyariah? https://t.co/qzJHfvnP8R https://t.co/PvNZuQVvyK"
"295",1,"RT @RoniAlqurtuby: wah pada takut ya kalau Jakarta Bersyariah,  takut ngga bisa dugeman,  ngga bisa mabok2an, ngga bisa lacuran. namanya ju…"
"296",0,"@RinjaniJB @HARUN_AR61 @kurawa terbongkar pemasangan SPANDUK JAKARTA BERSYARIAH ternyata pendukung???  baca ini https://t.co/Qdu8RmjkrG"
"297",1,"RT @zuhairimisrawi: Anies harus berani menegaskan kepada publik: apakah ia ingin menegakkah Jakarta Bersyariah atau Jakarta Berpancasila?"
"298",1,"RT @zuhairimisrawi: Anies harus berani menegaskan kepada publik: apakah ia ingin menegakkah Jakarta Bersyariah atau Jakarta Berpancasila?"
"299",1,"RT @zuhairimisrawi: Anies harus berani menegaskan kepada publik: apakah ia ingin menegakkah Jakarta Bersyariah atau Jakarta Berpancasila?"
"300",1,"RT @zuhairimisrawi: Anies harus berani menegaskan kepada publik: apakah ia ingin menegakkah Jakarta Bersyariah atau Jakarta Berpancasila?"
"301",1,"Kebhinekaan tdk penting yg penting persatuan! Hmm.. persatuan melalui program Jakarta Bersyariah? Mungkinkah? https://t.co/NKwEa10tIt"
"302",-2,"RT @JokoHQ: Apa pernah Anies terang2an membantah spanduk Jakarta Bersyariah? Nggaklah. Dia pengen jg dpt secuil suara dr pendukung Jakarta…"
"303",0,"RT @MasTBP_: Jadi kalau pilih Anies-Sandi nantinya Jakarta Bersyariah? Trus Indonesia jadi Negara Khilafah? 
So sorry deh Gue<ed><U+00A0><U+00BD><ed><U+00B1><U+008E> https://t.co…"
"304",0,"RT @MasTBP_: Jadi kalau pilih Anies-Sandi nantinya Jakarta Bersyariah? Trus Indonesia jadi Negara Khilafah? 
So sorry deh Gue<ed><U+00A0><U+00BD><ed><U+00B1><U+008E> https://t.co…"
"305",-3,"RT @ulinyusron: Mainan kok Jakarta bersyariah. Anies Sandi masih main ayat, mayat, jinayat, kualat, sekarat, lama-lama kiamat. Program nyon…"
"306",3,"RT @GunRomli: Anies tak perlu bersandiwara dgn bilang tdk tahu soal spanduk2 Jakarta Bersyariah, sebaiknya tanya dulu ke pendukungnya https…"
"307",1,"RT @zuhairimisrawi: Anies harus berani menegaskan kepada publik: apakah ia ingin menegakkah Jakarta Bersyariah atau Jakarta Berpancasila?"
"308",0,"RT @GunRomli: FUI: NKRI Bersyariah Harga Mati, ini Sekjennya Al-Khaththath alias Gatot Pendukung Anies, mulai dr Jakarta Bersyariah https:/…"
"309",-2,"Jadi Jakarta Bersyariah itu adalah kampanye resmi pasangan calon Anies-Sandi yang tidak resmi. Begitu kan?"
"310",1,"@detikcom @sandiuno Dipecat mah gampang, siap gak dipotong tangannya? katanya jakarta bersyariah?"
"311",1,"RT @zuhairimisrawi: Anies harus berani menegaskan kepada publik: apakah ia ingin menegakkah Jakarta Bersyariah atau Jakarta Berpancasila?"
